Gene stable ID,NCBI gene (formerly Entrezgene) ID
ENSMUSG00000098406,102465704
ENSMUSG00000027221,76969
ENSMUSG00000126488,
ENSMUSG00000126492,
ENSMUSG00000126496,
ENSMUSG00000082700,
ENSMUSG00000027220,80976
ENSMUSG00000112510,
ENSMUSG00000000730,54427
ENSMUSG00000112860,
ENSMUSG00000126604,
ENSMUSG00000126606,
ENSMUSG00000126617,
ENSMUSG00000126643,
ENSMUSG00000113827,
ENSMUSG00000026311,65247
ENSMUSG00000126695,
ENSMUSG00000002015,27061
ENSMUSG00000120506,
ENSMUSG00000112705,
ENSMUSG00000112437,
ENSMUSG00000036466,214058
ENSMUSG00000042198,66433
ENSMUSG00000000194,277463
ENSMUSG00000126743,
ENSMUSG00000126802,
ENSMUSG00000126842,
ENSMUSG00000121652,
ENSMUSG00000113621,102641621
ENSMUSG00000105442,
ENSMUSG00000031378,11666
ENSMUSG00000105622,
ENSMUSG00000106575,
ENSMUSG00000105762,
ENSMUSG00000105663,
ENSMUSG00000126995,
ENSMUSG00000126999,
ENSMUSG00000106010,
ENSMUSG00000127054,105244902
ENSMUSG00000104919,
ENSMUSG00000127088,
ENSMUSG00000105942,
ENSMUSG00000106292,
ENSMUSG00000098726,102466648
ENSMUSG00000106648,
ENSMUSG00000127098,
ENSMUSG00000127115,
ENSMUSG00000112353,105244890
ENSMUSG00000029169,13204
ENSMUSG00000127150,
ENSMUSG00000112388,100504549
ENSMUSG00000113538,
ENSMUSG00000100980,
ENSMUSG00000007805,13345
ENSMUSG00000116606,
ENSMUSG00000113088,
ENSMUSG00000068762,14867
ENSMUSG00000088823,
ENSMUSG00000031385,140571
ENSMUSG00000026567,271639
ENSMUSG00000127269,
ENSMUSG00000127289,
ENSMUSG00000113769,77675
ENSMUSG00000031595,68797
ENSMUSG00000114880,
ENSMUSG00000091079,
ENSMUSG00000127356,
ENSMUSG00000127360,
ENSMUSG00000118622,
ENSMUSG00000127362,
ENSMUSG00000114648,
ENSMUSG00000127398,
ENSMUSG00000118624,
ENSMUSG00000113031,
ENSMUSG00000118605,
ENSMUSG00000114913,
ENSMUSG00000118584,
ENSMUSG00000114207,
ENSMUSG00000025280,218832
ENSMUSG00000113585,102638940
ENSMUSG00000000732,50723
ENSMUSG00000031889,234678
ENSMUSG00000127434,
ENSMUSG00000127458,
ENSMUSG00000127473,
ENSMUSG00000113361,
ENSMUSG00000127518,
ENSMUSG00000127538,
ENSMUSG00000053329,28295
ENSMUSG00000127558,
ENSMUSG00000092224,
ENSMUSG00000127562,
ENSMUSG00000127584,
ENSMUSG00000127615,
ENSMUSG00000127626,
ENSMUSG00000039456,338467
ENSMUSG00000092243,630294
ENSMUSG00000088891,115489634
ENSMUSG00000075028,100042784
ENSMUSG00000127650,
ENSMUSG00000127658,
ENSMUSG00000127665,
ENSMUSG00000127680,
ENSMUSG00000127698,
ENSMUSG00000113832,
ENSMUSG00000114141,
ENSMUSG00000004038,14864
ENSMUSG00000079491,
ENSMUSG00000032834,110816
ENSMUSG00000063354,72027
ENSMUSG00000127753,
ENSMUSG00000127779,
ENSMUSG00000112412,
ENSMUSG00000028280,14408
ENSMUSG00000092277,
ENSMUSG00000040562,14863
ENSMUSG00000092366,
ENSMUSG00000073402,667977
ENSMUSG00000120860,
ENSMUSG00000127789,
ENSMUSG00000047632,72514
ENSMUSG00000127793,
ENSMUSG00000127815,
ENSMUSG00000062661,14299
ENSMUSG00000127829,
ENSMUSG00000127832,
ENSMUSG00000025290,20088
ENSMUSG00000127843,
ENSMUSG00000127868,
ENSMUSG00000127873,
ENSMUSG00000131308,
ENSMUSG00000127879,
ENSMUSG00000131042,
ENSMUSG00000127903,
ENSMUSG00000068240,
ENSMUSG00000113970,665239
ENSMUSG00000131009,
ENSMUSG00000054659,242377
ENSMUSG00000127962,
ENSMUSG00000130860,
ENSMUSG00000130900,
ENSMUSG00000131152,
ENSMUSG00000036045,
ENSMUSG00000060068,
ENSMUSG00000097323,100504512
ENSMUSG00000018916,12981
ENSMUSG00000092341,
ENSMUSG00000127998,
ENSMUSG00000131117,
ENSMUSG00000131430,
ENSMUSG00000120833,
ENSMUSG00000130824,
ENSMUSG00000113928,
ENSMUSG00000131386,
ENSMUSG00000092480,
ENSMUSG00000092274,66961
ENSMUSG00000128032,
ENSMUSG00000054128,15043
ENSMUSG00000018914,16187
ENSMUSG00000082991,
ENSMUSG00000083887,
ENSMUSG00000028236,242285
ENSMUSG00000000374,216131
ENSMUSG00000002007,56504
ENSMUSG00000091430,
ENSMUSG00000128109,
ENSMUSG00000106614,
ENSMUSG00000128112,
ENSMUSG00000005034,18749
ENSMUSG00000020928,75689
ENSMUSG00000128163,
ENSMUSG00000128165,
ENSMUSG00000115987,66914
ENSMUSG00000128176,
ENSMUSG00000022945,110749
ENSMUSG00000113516,
ENSMUSG00000087559,
ENSMUSG00000054679,272009
ENSMUSG00000053141,19281
ENSMUSG00000128200,
ENSMUSG00000128236,
ENSMUSG00000043488,
ENSMUSG00000128250,
ENSMUSG00000128251,
ENSMUSG00000069920,97440
ENSMUSG00000120512,
ENSMUSG00000128261,
ENSMUSG00000128293,
ENSMUSG00000128297,
ENSMUSG00000040128,108767
ENSMUSG00000113989,
ENSMUSG00000131230,
ENSMUSG00000131273,
ENSMUSG00000031887,71609
ENSMUSG00000131350,
ENSMUSG00000130974,
ENSMUSG00000110156,
ENSMUSG00000071019,242286
ENSMUSG00000113370,
ENSMUSG00000126370,
ENSMUSG00000128451,
ENSMUSG00000106607,
ENSMUSG00000122701,
ENSMUSG00000120104,100306953
ENSMUSG00000106464,414111
ENSMUSG00000020929,20624
ENSMUSG00000112898,
ENSMUSG00000059323,72749
ENSMUSG00000128463,
ENSMUSG00000060049,258681
ENSMUSG00000128481,
ENSMUSG00000105328,
ENSMUSG00000128495,
ENSMUSG00000025607,54160
ENSMUSG00000104751,
ENSMUSG00002075892,
ENSMUSG00000072941,20657
ENSMUSG00000053815,257884
ENSMUSG00000128534,
ENSMUSG00000128536,
ENSMUSG00000021500,212880
ENSMUSG00000050028,258296
ENSMUSG00000128539,
ENSMUSG00000128544,
ENSMUSG00000033313,50788
ENSMUSG00000045790,100503884
ENSMUSG00000128550,
ENSMUSG00000128615,
ENSMUSG00000118093,
ENSMUSG00000128645,
ENSMUSG00000108510,
ENSMUSG00000002010,15929
ENSMUSG00000095640,258680
ENSMUSG00000058188,258295
ENSMUSG00000112300,
ENSMUSG00000021268,17263
ENSMUSG00000001211,28169
ENSMUSG00000028382,230257
ENSMUSG00000115323,
ENSMUSG00000057179,258264
ENSMUSG00000109433,
ENSMUSG00000067513,258682
ENSMUSG00000109229,
ENSMUSG00000060084,258113
ENSMUSG00000096436,258117
ENSMUSG00000045636,102103
ENSMUSG00002076109,115488454
ENSMUSG00000059069,56858
ENSMUSG00000109328,
ENSMUSG00000039252,246316
ENSMUSG00000109007,
ENSMUSG00000013822,66126
ENSMUSG00000116890,
ENSMUSG00000006288,219022
ENSMUSG00000046650,258679
ENSMUSG00000047109,56173
ENSMUSG00000050815,258678
ENSMUSG00000116569,
ENSMUSG00000040065,56093
ENSMUSG00000102036,
ENSMUSG00000089645,
ENSMUSG00000046805,17476
ENSMUSG00000101234,
ENSMUSG00000098646,102466221
ENSMUSG00000039982,207521
ENSMUSG00000121750,
ENSMUSG00000004771,53869
ENSMUSG00000092240,
ENSMUSG00000116632,
ENSMUSG00000092306,
ENSMUSG00000079737,
ENSMUSG00000121810,66598
ENSMUSG00000092265,
ENSMUSG00000115852,
ENSMUSG00000080797,
ENSMUSG00000092362,
ENSMUSG00000086965,
ENSMUSG00000121876,
ENSMUSG00000092428,
ENSMUSG00000092363,
ENSMUSG00002075285,
ENSMUSG00000092502,
ENSMUSG00000092392,
ENSMUSG00000033653,209018
ENSMUSG00000092317,
ENSMUSG00000041130,213753
ENSMUSG00000086213,
ENSMUSG00000004187,16581
ENSMUSG00000078125,
ENSMUSG00000021458,72061
ENSMUSG00000115769,
ENSMUSG00000104829,
ENSMUSG00000071470,239083
ENSMUSG00000104974,
ENSMUSG00000095078,
ENSMUSG00000061576,13483
ENSMUSG00000114644,
ENSMUSG00000024691,107373
ENSMUSG00000092837,85029
ENSMUSG00000036023,11546
ENSMUSG00002076457,
ENSMUSG00000001348,11433
ENSMUSG00000002014,20832
ENSMUSG00000084836,
ENSMUSG00000071633,240549
ENSMUSG00000007021,20974
ENSMUSG00000053641,102442
ENSMUSG00000019320,71893
ENSMUSG00000002006,245469
ENSMUSG00000118371,
ENSMUSG00000134957,
ENSMUSG00000067063,
ENSMUSG00000006281,21745
ENSMUSG00000129647,
ENSMUSG00000101414,
ENSMUSG00000117845,
ENSMUSG00000102745,
ENSMUSG00000132321,
ENSMUSG00000103059,
ENSMUSG00000103583,
ENSMUSG00000117862,
ENSMUSG00002076323,
ENSMUSG00002074951,
ENSMUSG00000141088,
ENSMUSG00000104474,
ENSMUSG00000067038,
ENSMUSG00000026566,68481
ENSMUSG00000128633,
ENSMUSG00000118011,
ENSMUSG00000143145,
ENSMUSG00000118302,
ENSMUSG00000124326,
ENSMUSG00000033837,14106
ENSMUSG00000118335,
ENSMUSG00000123293,
ENSMUSG00000114610,
ENSMUSG00000085669,
ENSMUSG00000064536,115489209
ENSMUSG00000033819,73062
ENSMUSG00000031391,16728
ENSMUSG00000123558,
ENSMUSG00000098441,102465968
ENSMUSG00000054499,67379
ENSMUSG00000040688,213773
ENSMUSG00000117793,
ENSMUSG00000130888,
ENSMUSG00000044065,
ENSMUSG00000030324,212541
ENSMUSG00000128885,
ENSMUSG00000100141,
ENSMUSG00000138401,
ENSMUSG00000075268,
ENSMUSG00000118646,
ENSMUSG00000112442,
ENSMUSG00000143322,
ENSMUSG00002075838,
ENSMUSG00000091230,
ENSMUSG00000098885,102465765
ENSMUSG00002075298,
ENSMUSG00000064317,
ENSMUSG00000089336,
ENSMUSG00000132697,
ENSMUSG00000034452,214111
ENSMUSG00000061032,18114
ENSMUSG00000098325,102466794
ENSMUSG00000108523,
ENSMUSG00000118003,
ENSMUSG00000046541,210172
ENSMUSG00000143843,
ENSMUSG00000094281,
ENSMUSG00000080885,
ENSMUSG00000117988,
ENSMUSG00000066979,12237
ENSMUSG00000118217,
ENSMUSG00000131171,
ENSMUSG00000118252,
ENSMUSG00000034263,69882
ENSMUSG00000118197,
ENSMUSG00000095993,
ENSMUSG00000084919,77645
ENSMUSG00000087536,
ENSMUSG00000077143,115486152
ENSMUSG00000082296,
ENSMUSG00002076506,
ENSMUSG00000086030,
ENSMUSG00000068735,277414
ENSMUSG00000121935,
ENSMUSG00000139864,226086
ENSMUSG00000103098,
ENSMUSG00000104517,
ENSMUSG00000026313,208727
ENSMUSG00000087579,668215
ENSMUSG00000107548,
ENSMUSG00000039032,116732
ENSMUSG00000104946,
ENSMUSG00000070343,
ENSMUSG00000058135,14862
ENSMUSG00000022546,76282
ENSMUSG00000042279,171506
ENSMUSG00000062758,
ENSMUSG00000008482,67504
ENSMUSG00000109066,
ENSMUSG00000108839,
ENSMUSG00000109014,
ENSMUSG00000109340,102635936
ENSMUSG00000040125,233919
ENSMUSG00000064569,115489806
ENSMUSG00000027890,14865
ENSMUSG00000044533,16898
ENSMUSG00000030838,72088
ENSMUSG00000082514,
ENSMUSG00000016921,67996
ENSMUSG00002075215,
ENSMUSG00000033629,57874
ENSMUSG00000085672,
ENSMUSG00000030123,67784
ENSMUSG00000031594,234199
ENSMUSG00000098376,102465547
ENSMUSG00000005054,13014
ENSMUSG00000098932,102465221
ENSMUSG00000032393,74388
ENSMUSG00000032788,216134
ENSMUSG00000019080,69572
ENSMUSG00000089255,
ENSMUSG00000077709,
ENSMUSG00000040048,68342
ENSMUSG00000090799,546611
ENSMUSG00000033249,26386
ENSMUSG00000055632,665700
ENSMUSG00000006289,66246
ENSMUSG00000033762,79456
ENSMUSG00000036745,70892
ENSMUSG00000002500,66211
ENSMUSG00000103101,
ENSMUSG00000102565,
ENSMUSG00000101522,
ENSMUSG00000040723,226594
ENSMUSG00000098279,102466762
ENSMUSG00000112623,
ENSMUSG00000055704,
ENSMUSG00000107822,258224
ENSMUSG00002075755,
ENSMUSG00002076762,
ENSMUSG00000112313,
ENSMUSG00000111881,
ENSMUSG00000032763,216136
ENSMUSG00000020930,73293
ENSMUSG00000075705,27361
ENSMUSG00000058246,102637366
ENSMUSG00000075510,66784
ENSMUSG00000030126,330401
ENSMUSG00000039628,328779
ENSMUSG00002075583,
ENSMUSG00000020932,14580
ENSMUSG00000026260,67273
ENSMUSG00000067949,
ENSMUSG00000042015,218460
ENSMUSG00000121426,
ENSMUSG00000002791,
ENSMUSG00000117373,
ENSMUSG00000031389,171207
ENSMUSG00000117068,
ENSMUSG00000121469,
ENSMUSG00000098090,
ENSMUSG00000032570,235574
ENSMUSG00000024295,
ENSMUSG00000033728,223664
ENSMUSG00000067203,
ENSMUSG00000104733,
ENSMUSG00000045573,18619
ENSMUSG00000082103,
ENSMUSG00000080941,
ENSMUSG00000092444,
ENSMUSG00000081970,
ENSMUSG00002075142,
ENSMUSG00000073403,
ENSMUSG00000085996,
ENSMUSG00000105946,
ENSMUSG00000035960,11792
ENSMUSG00000106537,
ENSMUSG00000090556,
ENSMUSG00000048703,73526
ENSMUSG00000095971,115486246
ENSMUSG00000098288,102465542
ENSMUSG00000066324,242291
ENSMUSG00000040713,433375
ENSMUSG00000065743,
ENSMUSG00000058626,268958
ENSMUSG00000101878,
ENSMUSG00000025609,27418
ENSMUSG00000086505,
ENSMUSG00000027217,241556
ENSMUSG00000029173,211006
ENSMUSG00000028274,24018
ENSMUSG00000103099,
ENSMUSG00000051378,70218
ENSMUSG00000103302,
ENSMUSG00000027692,665113
ENSMUSG00000104306,
ENSMUSG00000067064,259040
ENSMUSG00002076221,
ENSMUSG00000041685,218503
ENSMUSG00000057464,258228
ENSMUSG00000042849,259041
ENSMUSG00000036026,224807
ENSMUSG00000033707,378937
ENSMUSG00000035953,219024
ENSMUSG00000058904,259039
ENSMUSG00000097001,
ENSMUSG00000099363,
ENSMUSG00000046300,258274
ENSMUSG00000107778,
ENSMUSG00000116138,223665
ENSMUSG00000062497,258483
ENSMUSG00000002221,55982
ENSMUSG00000045532,23829
ENSMUSG00000108131,
ENSMUSG00000063583,258484
ENSMUSG00000020935,68087
ENSMUSG00000061616,257890
ENSMUSG00000033697,223666
ENSMUSG00000073616,66915
ENSMUSG00002075750,
ENSMUSG00000035576,241764
ENSMUSG00000083228,
ENSMUSG00000084237,
ENSMUSG00000080831,
ENSMUSG00000098310,102465904
ENSMUSG00000081206,
ENSMUSG00002075451,
ENSMUSG00000077397,
ENSMUSG00000049119,242297
ENSMUSG00000044055,260301
ENSMUSG00000098613,102466988
ENSMUSG00000020696,67338
ENSMUSG00000029186,67073
ENSMUSG00000100781,
ENSMUSG00000103730,
ENSMUSG00000068417,667034
ENSMUSG00000034220,14733
ENSMUSG00000115312,
ENSMUSG00000114997,
ENSMUSG00000044288,12801
ENSMUSG00000021872,75019
ENSMUSG00000025608,27205
ENSMUSG00000052382,328401
ENSMUSG00000028383,72479
ENSMUSG00000059648,497113
ENSMUSG00000068407,497106
ENSMUSG00000101995,
ENSMUSG00000065470,387167
ENSMUSG00000034212,241158
ENSMUSG00000035932,404319
ENSMUSG00002075936,
ENSMUSG00000115280,
ENSMUSG00000090228,
ENSMUSG00000121005,
ENSMUSG00000087379,
ENSMUSG00000062081,
ENSMUSG00000029766,76382
ENSMUSG00000115790,
ENSMUSG00000115686,
ENSMUSG00000115555,
ENSMUSG00000080962,
ENSMUSG00000063885,
ENSMUSG00000076441,11898
ENSMUSG00002076845,
ENSMUSG00000098192,
ENSMUSG00000097855,77779
ENSMUSG00000021846,93834
ENSMUSG00000021846,624367
ENSMUSG00000029765,243743
ENSMUSG00000014776,78688
ENSMUSG00002075734,
ENSMUSG00000077392,115486255
ENSMUSG00000083232,
ENSMUSG00000084360,
ENSMUSG00000004842,18736
ENSMUSG00000028264,67652
ENSMUSG00000043913,269693
ENSMUSG00000014837,74356
ENSMUSG00000045071,230259
ENSMUSG00000005763,12503
ENSMUSG00000086472,
ENSMUSG00000023939,68463
ENSMUSG00000017868,27219
ENSMUSG00000115212,
ENSMUSG00000021763,408066
ENSMUSG00000085500,
ENSMUSG00000032714,71709
ENSMUSG00000086122,
ENSMUSG00000072723,
ENSMUSG00000086055,
ENSMUSG00000022707,74185
ENSMUSG00000043251,277978
ENSMUSG00000094690,72240
ENSMUSG00000087124,
ENSMUSG00000106766,
ENSMUSG00000096717,224552
ENSMUSG00000029179,78796
ENSMUSG00000096828,
ENSMUSG00000063846,
ENSMUSG00000038925,
ENSMUSG00000080961,
ENSMUSG00000025453,18115
ENSMUSG00000028240,13122
ENSMUSG00000022526,71591
ENSMUSG00000099923,
ENSMUSG00000093533,665344
ENSMUSG00000112021,
ENSMUSG00000036322,100504404
ENSMUSG00000104370,
ENSMUSG00000071185,257883
ENSMUSG00000115166,
ENSMUSG00000100001,69055
ENSMUSG00000040899,12458
ENSMUSG00000115374,
ENSMUSG00000114453,
ENSMUSG00000100969,70011
ENSMUSG00002076656,
ENSMUSG00000116024,
ENSMUSG00000114624,
ENSMUSG00000021743,54713
ENSMUSG00000112017,
ENSMUSG00000112674,
ENSMUSG00000038544,66209
ENSMUSG00000112689,
ENSMUSG00000003970,26961
ENSMUSG00000111946,
ENSMUSG00000005355,12365
ENSMUSG00000086675,
ENSMUSG00000014859,104394
ENSMUSG00000084386,
ENSMUSG00000024104,28006
ENSMUSG00000073468,106489
ENSMUSG00000114469,320155
ENSMUSG00000077158,115485936
ENSMUSG00000114853,
ENSMUSG00000054967,239546
ENSMUSG00000028385,209131
ENSMUSG00000114378,
ENSMUSG00000009047,546672
ENSMUSG00000033111,218734
ENSMUSG00000074928,23927
ENSMUSG00000022528,15205
ENSMUSG00000117890,102634992
ENSMUSG00000115920,
ENSMUSG00000039230,108903
ENSMUSG00000063236,117171
ENSMUSG00000118038,
ENSMUSG00000014791,234683
ENSMUSG00000116997,
ENSMUSG00000116887,
ENSMUSG00002075363,
ENSMUSG00000116938,
ENSMUSG00000023176,71756
ENSMUSG00000052316,74488
ENSMUSG00000078442,70976
ENSMUSG00000120152,
ENSMUSG00000068196,12837
ENSMUSG00000120425,100042503
ENSMUSG00000120513,
ENSMUSG00000080772,
ENSMUSG00000087841,115490025
ENSMUSG00000087602,
ENSMUSG00000062554,
ENSMUSG00000126572,
ENSMUSG00000028386,30936
ENSMUSG00000128345,
ENSMUSG00000132592,
ENSMUSG00000138390,
ENSMUSG00000086354,
ENSMUSG00000120701,
ENSMUSG00000017858,245866
ENSMUSG00000053929,54151
ENSMUSG00000005357,20513
ENSMUSG00000081384,
ENSMUSG00000116873,
ENSMUSG00002076201,
ENSMUSG00000041333,17843
ENSMUSG00000120787,102639478
ENSMUSG00000117569,
ENSMUSG00000116788,
ENSMUSG00000119068,115486010
ENSMUSG00000116630,
ENSMUSG00000055945,320111
ENSMUSG00000104285,
ENSMUSG00000116770,
ENSMUSG00000041548,80888
ENSMUSG00000116717,
ENSMUSG00000035107,73379
ENSMUSG00000116860,
ENSMUSG00000084390,
ENSMUSG00000120690,
ENSMUSG00000099104,
ENSMUSG00000116207,
ENSMUSG00000067235,15007
ENSMUSG00000120380,
ENSMUSG00000121583,54151
ENSMUSG00000121583,125488414
ENSMUSG00000084119,
ENSMUSG00000095588,
ENSMUSG00000078689,620807
ENSMUSG00000048271,381626
ENSMUSG00000117996,
ENSMUSG00000092250,
ENSMUSG00000008859,56044
ENSMUSG00000120514,
ENSMUSG00000121584,125480935
ENSMUSG00000030862,55987
ENSMUSG00000047067,67446
ENSMUSG00000118799,115487709
ENSMUSG00000026455,240756
ENSMUSG00000018841,19364
ENSMUSG00000114246,
ENSMUSG00000114267,
ENSMUSG00000114431,
ENSMUSG00000114310,
ENSMUSG00000114849,
ENSMUSG00002075358,
ENSMUSG00000110060,
ENSMUSG00000114786,
ENSMUSG00000086814,
ENSMUSG00000114850,
ENSMUSG00000114216,
ENSMUSG00000097148,
ENSMUSG00000057177,606496
ENSMUSG00000119857,115485938
ENSMUSG00000099218,102466641
ENSMUSG00000072714,
ENSMUSG00000093889,
ENSMUSG00000072600,
ENSMUSG00000121406,
ENSMUSG00000089816,
ENSMUSG00000095873,
ENSMUSG00000090166,93725
ENSMUSG00000089901,
ENSMUSG00000090265,
ENSMUSG00000089754,
ENSMUSG00000115724,
ENSMUSG00000090109,
ENSMUSG00000090051,
ENSMUSG00000090180,
ENSMUSG00000090259,
ENSMUSG00000072596,13587
ENSMUSG00000115056,
ENSMUSG00000115713,
ENSMUSG00000059835,
ENSMUSG00000114289,
ENSMUSG00000024406,18999
ENSMUSG00000021977,67932
ENSMUSG00000042229,98710
ENSMUSG00000018844,78919
ENSMUSG00000077202,115485771
ENSMUSG00000046367,71001
ENSMUSG00000117692,
ENSMUSG00000051190,258305
ENSMUSG00000028291,433693
ENSMUSG00000016624,271305
ENSMUSG00000026269,108657
ENSMUSG00000113396,
ENSMUSG00000062873,257734
ENSMUSG00000128777,
ENSMUSG00000046605,210004
ENSMUSG00000030930,77590
ENSMUSG00000114177,
ENSMUSG00000128797,
ENSMUSG00000113100,
ENSMUSG00000094673,259163
ENSMUSG00000128820,
ENSMUSG00000113528,
ENSMUSG00000113688,
ENSMUSG00000107577,
ENSMUSG00000128841,
ENSMUSG00000114077,
ENSMUSG00000086689,
ENSMUSG00000113030,
ENSMUSG00000053768,66075
ENSMUSG00000026843,320267
ENSMUSG00000073842,100041658
ENSMUSG00000075054,67008
ENSMUSG00000035469,71330
ENSMUSG00000094080,18372
ENSMUSG00000128900,
ENSMUSG00000128919,
ENSMUSG00000090722,
ENSMUSG00000042774,259044
ENSMUSG00000118273,
ENSMUSG00000128957,
ENSMUSG00000113884,
ENSMUSG00000022807,106326
ENSMUSG00000129054,
ENSMUSG00000086107,
ENSMUSG00000129063,
ENSMUSG00000046493,259074
ENSMUSG00000050410,106795
ENSMUSG00000129074,
ENSMUSG00000113847,
ENSMUSG00000113496,
ENSMUSG00000028249,53378
ENSMUSG00000129091,
ENSMUSG00000113893,
ENSMUSG00000009734,218030
ENSMUSG00000095174,
ENSMUSG00000063216,259042
ENSMUSG00000056917,20469
ENSMUSG00000111971,
ENSMUSG00000113735,
ENSMUSG00002076683,
ENSMUSG00000060205,18357
ENSMUSG00000070130,723841
ENSMUSG00000041679,234684
ENSMUSG00000060301,72128
ENSMUSG00000097841,74712
ENSMUSG00000109555,
ENSMUSG00000109270,100043682
ENSMUSG00000109550,
ENSMUSG00000108870,
ENSMUSG00000108849,
ENSMUSG00000118589,
ENSMUSG00000040312,240084
ENSMUSG00000108858,
ENSMUSG00000040857,13875
ENSMUSG00000014856,66320
ENSMUSG00000100632,100037260
ENSMUSG00000099373,
ENSMUSG00000026270,23830
ENSMUSG00000129186,
ENSMUSG00000101464,
ENSMUSG00000008658,268859
ENSMUSG00000008658,105246064
ENSMUSG00000113586,
ENSMUSG00000101597,
ENSMUSG00000032394,19289
ENSMUSG00000129219,
ENSMUSG00000129221,
ENSMUSG00000129240,
ENSMUSG00000129270,
ENSMUSG00000091888,624765
ENSMUSG00000129276,
ENSMUSG00000129312,
ENSMUSG00000120949,
ENSMUSG00000129389,
ENSMUSG00000120994,
ENSMUSG00000129433,
ENSMUSG00000114118,
ENSMUSG00000099708,
ENSMUSG00000055515,216144
ENSMUSG00000050243,
ENSMUSG00000030701,27276
ENSMUSG00000129498,
ENSMUSG00000041112,140580
ENSMUSG00000129502,
ENSMUSG00000129543,
ENSMUSG00000129578,
ENSMUSG00000092066,76639
ENSMUSG00000002633,20423
ENSMUSG00000097954,
ENSMUSG00000091468,624845
ENSMUSG00000016619,18141
ENSMUSG00000129649,
ENSMUSG00000129653,
ENSMUSG00000129725,
ENSMUSG00000129745,
ENSMUSG00000063919,68955
ENSMUSG00000113035,76062
ENSMUSG00000112907,
ENSMUSG00000091381,625029
ENSMUSG00000020692,217011
ENSMUSG00000115511,
ENSMUSG00000114986,
ENSMUSG00000090332,
ENSMUSG00000090681,
ENSMUSG00000090821,
ENSMUSG00000121513,19270
ENSMUSG00000036046,223739
ENSMUSG00000052151,50784
ENSMUSG00000107021,
ENSMUSG00000107172,
ENSMUSG00000105775,
ENSMUSG00000104587,
ENSMUSG00000121466,
ENSMUSG00000106914,
ENSMUSG00000121467,
ENSMUSG00000085847,
ENSMUSG00000107369,
ENSMUSG00000106676,
ENSMUSG00000115726,102631856
ENSMUSG00000041512,
ENSMUSG00000087777,115490457
ENSMUSG00000107327,
ENSMUSG00000082217,
ENSMUSG00000029763,20336
ENSMUSG00000066900,71954
ENSMUSG00000072624,432838
ENSMUSG00000024409,57390
ENSMUSG00000026271,64095
ENSMUSG00000014778,234686
ENSMUSG00000098904,102466214
ENSMUSG00000085224,
ENSMUSG00000039518,386463
ENSMUSG00000079466,381359
ENSMUSG00000092409,
ENSMUSG00000039269,69542
ENSMUSG00000129816,
ENSMUSG00000080441,100526461
ENSMUSG00000108748,
ENSMUSG00000129873,
ENSMUSG00000035919,319845
ENSMUSG00000083143,
ENSMUSG00000003352,12297
ENSMUSG00000129960,
ENSMUSG00000038838,68915
ENSMUSG00000026116,56030
ENSMUSG00000017861,17865
ENSMUSG00000095493,105518
ENSMUSG00000130012,
ENSMUSG00000130028,
ENSMUSG00000047441,239029
ENSMUSG00000120526,
ENSMUSG00000130042,
ENSMUSG00000113649,
ENSMUSG00000130047,
ENSMUSG00000113313,
ENSMUSG00000130065,
ENSMUSG00000130110,
ENSMUSG00000113183,
ENSMUSG00000130168,
ENSMUSG00000130187,
ENSMUSG00000113557,
ENSMUSG00000039208,210029
ENSMUSG00000113130,
ENSMUSG00000130188,
ENSMUSG00000097951,
ENSMUSG00000113168,
ENSMUSG00000093930,208715
ENSMUSG00000130219,
ENSMUSG00000130226,
ENSMUSG00000130234,
ENSMUSG00000130245,
ENSMUSG00000093629,
ENSMUSG00000112392,
ENSMUSG00000098414,102465548
ENSMUSG00000020156,68114
ENSMUSG00000029130,56874
ENSMUSG00000130344,
ENSMUSG00000130369,
ENSMUSG00000014786,277973
ENSMUSG00000130402,
ENSMUSG00000130422,
ENSMUSG00000130443,
ENSMUSG00000130450,
ENSMUSG00000115489,
ENSMUSG00000130457,
ENSMUSG00000088533,
ENSMUSG00000130459,
ENSMUSG00000072598,630952
ENSMUSG00000095528,100042342
ENSMUSG00000099690,
ENSMUSG00000112258,
ENSMUSG00000039198,74675
ENSMUSG00000099091,102465607
ENSMUSG00000070708,68236
ENSMUSG00000130539,
ENSMUSG00000053961,11730
ENSMUSG00000053961,503844
ENSMUSG00002076785,
ENSMUSG00000021950,11752
ENSMUSG00000086036,
ENSMUSG00000112857,102638490
ENSMUSG00000044033,545428
ENSMUSG00000079244,434459
ENSMUSG00000114934,
ENSMUSG00000038462,66694
ENSMUSG00000084401,
ENSMUSG00000086684,
ENSMUSG00000082947,
ENSMUSG00000082831,
ENSMUSG00000018845,217012
ENSMUSG00000089836,
ENSMUSG00000091142,102641463
ENSMUSG00000014782,102075
ENSMUSG00000114973,
ENSMUSG00000069255,105352
ENSMUSG00000096024,118568150
ENSMUSG00000003360,74351
ENSMUSG00000115135,
ENSMUSG00000094715,102631639
ENSMUSG00000115832,
ENSMUSG00000130549,
ENSMUSG00000091296,
ENSMUSG00000130579,
ENSMUSG00000130588,
ENSMUSG00000097580,
ENSMUSG00000090603,
ENSMUSG00000096709,
ENSMUSG00000130620,
ENSMUSG00000114947,
ENSMUSG00000092036,100039452
ENSMUSG00000113629,
ENSMUSG00000120877,
ENSMUSG00000111903,
ENSMUSG00000093979,100039441
ENSMUSG00000130781,70934
ENSMUSG00000130797,
